,sentence1,sentence2,similarity_score,sent1_len,sent2_len,aug1
2926,El cierre del programa afectó las ganancias por acción del tercer trimestre por un centavo.,La compañía dijo que esto afectaba a las ganancias por un centavo por acción.,0.65,15,14,La finalización del programa afectó negativamente las ganancias por acción del tercer trimestre en un centavo.
2927,"La mujer fue hospitalizada el 15 de junio, según las autoridades sanitarias de Kansas.",Los funcionarios de salud de Missouri dijeron que no había sido hospitalizado y que se está recuperando.,0.2,14,17,"La paciente fue ingresada en el hospital el 15 de junio, según informaron las autoridades sanitarias de Kansas."
2928,"Las acciones de primera clase bajaron al mediodía del miércoles, ya que una ola de advertencias sobre beneficios agotó parte del optimismo que había impulsado un repunte en los últimos tres meses.","Las acciones estadounidenses cayeron en el comercio de la mañana del miércoles, ya que una ola de advertencias sobre beneficios agotó parte del optimismo que ha impulsado un repunte en los últimos tres meses.",0.7199999809265136,32,34,"Las acciones de alta calidad descendieron al mediodía del miércoles, debido a una serie de advertencias sobre beneficios que mermaron parte del optimismo que había impulsado una recuperación en los últimos tres meses."
2929,"El Índice Compuesto del Nasdaq <.IXIC>, basado en la tecnología, aumentó 5,91 puntos, o el 0,29 por ciento, a 2.053,27.","El Índice Compuesto del Nasdaq enfocado en la tecnología <.IXIC> avanzó 6 puntos, o 0,30 por ciento, a 2.053, borrando las pérdidas anteriores.",0.6400000095367432,24,25,"El Índice Compuesto del Nasdaq <.IXIC>, basado en tecnología, subió 5,91 puntos, o el 0,29 por ciento, hasta situarse en 2.053,27."
2930,"Dos kuwaitíes y seis palestinos con pasaportes jordanos estaban entre los sospechosos, dijo el funcionario.","Entre ellos hay dos kuwaitíes y seis palestinos con pasaportes jordanos, y el resto son iraquíes y saudíes, dijo el funcionario.",0.6,15,21,"Entre los sospechosos se encontraban dos ciudadanos de Kuwait y seis palestinos con documentos de viaje jordanos, informó el funcionario."
2931,"Su cumpleaños, el 21 de abril, fue declarado día festivo y asistió a una recepción y a un baile.","Cuando su abuela, la entonces princesa Elizabeth, cumplió 21 años en 1947, el día fue declarado festivo y asistió a una recepción y a un baile.",0.6400000095367432,19,26,"Su natalicio, el 21 de abril, fue establecido como día de fiesta y asistió a una recepción y a un baile."
2932,"Sorkin, que enfrenta cargos de conspiración para obstruir la justicia y de mentir a un gran jurado, debía ser juzgado por separado.",Sorkin iba a ser juzgado por separado bajo los cargos de conspiración y de mentir a un gran jurado.,0.9199999809265137,22,19,"Sorkin, quien afronta acusaciones de conspiración para obstaculizar la justicia y de mentir ante un gran jurado, iba a ser juzgado de manera independiente."
2933,"El hombre, que entró en la oficina de correos de Lakeside poco antes de las 3 p.m., se entregó a los diputados sobre las 6:30 p.m.",El hombre había entrado en la oficina de correos de la avenida Woodside en la avenida Maine poco antes de las 3 p.m.,0.5599999904632569,29,24,"El individuo, que ingresó a la oficina postal de Lakeside ligeramente antes de las 3 p.m., se rindió ante los adjuntos alrededor de las 6:30 p.m."
2934,"""Menos de 10"" oficinas del FBI han realizado investigaciones que implican visitas a mezquitas, dijo el Departamento de Justicia.","Además, el Departamento de Justicia dijo que el FBI ha llevado a cabo ""menos de 10"" investigaciones que implican visitas a mezquitas.",0.8399999618530274,19,22,"""Menos de 10"" oficinas del FBI han llevado a cabo investigaciones que involucran visitas a mezquitas, afirmó el Departamento de Justicia."
2935,"Fuera de la corte, Sriyanto, que enfrenta hasta 25 años de cárcel, negó haber hecho algo malo.","Fuera de la corte, Sriyanto negó a The Age que había hecho algo malo.",0.6400000095367432,17,14,"Fuera del tribunal, Sriyanto, quien se enfrenta a una pena máxima de 25 años de prisión, negó haber cometido algún delito."
2936,"La presidenta de la Universidad de Michigan, Mary Sue Coleman, dijo en una declaración en el sitio web de la universidad, ""Nuestros valores fundamentales no han cambiado.","""Nuestros valores fundamentales no han cambiado"", dijo Mary Sue Coleman, presidenta de la universidad, en una declaración en Ann Arbor.",0.8,27,20,"La presidenta de la Universidad de Michigan, Mary Sue Coleman, declaró en un comunicado en el sitio web de la institución, ""Nuestros principios fundamentales no han variado."
2937,"Las acciones de Comcast Clase A subieron 8 centavos a 30,50 dólares en la mañana, en el mercado de valores del Nasdaq.",Las acciones subieron 48 centavos a 30 dólares ayer en el mercado de valores del Nasdaq.,0.4400000095367432,23,16,"Las acciones de Clase A de Comcast aumentaron 8 centavos a 30,50 dólares por la mañana, en la bolsa de valores del Nasdaq."
2938,"A Thomas se le unió en su totalidad Rehnquist, y en parte O'Connor y Scalia.",Se le unieron el Presidente del Tribunal Supremo William H. Rehnquist y los jueces Sandra Day O'Connor y Antonin Scalia.,0.5599999904632569,16,21,"Thomas contó con el apoyo total de Rehnquist, y parcialmente de O'Connor y Scalia."
2939,"Cuando cruzaste la línea, violaste el derecho constitucional"", dijo Charles Weisselberg, un profesor de derecho de UC Berkeley.","Cuando se cruza la línea, se viola el derecho constitucional"", dijo Charles Weisselberg, que enseña derecho en la Universidad de California, Berkeley.",1.0,18,22,"""Al traspasar la línea, infringiste la ley constitucional"", dijo Charles Weisselberg, profesor de derecho de UC Berkeley."
2940,"Los informes preliminares fueron que los hombres no fueron vistos juntos en el aeropuerto, dijeron las fuentes.","Los hombres tenían pasaportes pakistaníes y, según se informa, fueron vistos juntos en el aeropuerto a primera hora de la tarde, según fuentes de la policía.",0.4,17,26,"Las primeras noticias indicaron que los hombres no fueron avistados en conjunto en el aeropuerto, según las fuentes."
2941,Ayer en Toronto hubo 64 casos probables de SARS y nueve casos sospechosos.,"Hasta el miércoles, había 65 casos probables de SARS en la región de Toronto.",0.65,13,14,En Toronto se registraron 64 casos probables de SARS y nueve casos bajo sospecha ayer.
2942,"El índice compuesto del Nasdaq aumentó 13,70, o el 0,8%, hasta 1700,34.","El Índice Compuesto del Nasdaq .IXIC, basado en la tecnología, ganó 13,73 puntos, o el 0,81 por ciento, para terminar en 1.700,34.",0.75,15,26,"El índice compuesto del Nasdaq experimentó un incremento de 13,70, o un 0,8%, alcanzando los 1700,34."
2943,"Toll, la segunda compañía de transporte más grande de Australia, la semana pasada ofreció a NZ75 una acción para Tranz Rail.","La semana pasada ofreció comprar la compañía por NZ75c una acción, o $NZ158 millones.",0.7,21,14,"Toll, la segunda empresa de transporte más grande de Australia, ofreció la semana pasada NZ75 por acción para Tranz Rail."
2944,"MessageLabs, que administra servidores de correo electrónico subcontratados para 700.000 clientes en todo el mundo, dijo que había filtrado 27.000 correos electrónicos infectados en 115 países hasta el jueves por la mañana.","Messagelabs, que administra servidores de correo electrónico subcontratados para 700.000 clientes en todo el mundo, ha calificado al gusano como de ""alto riesgo"" e informa de más de 31.000 infecciones en 120 países.",0.55,34,35,"MessageLabs, encargada de gestionar servidores de correo electrónico para 700.000 clientes globales, afirmó haber filtrado 27.000 correos electrónicos infectados en 115 países hasta el jueves por la mañana."
2945,"El martes, Carlson dijo que no se recusaría del caso.",Los oficiales de servicio dijeron que Carlson se negó a recusarse del caso.,0.8,10,13,"El martes, Carlson declaró que no se inhibiría del caso."
2946,"Las acciones de Oracle también subieron, con una cotización de 12 centavos a 13,60 dólares.","Las acciones de Oracle, con sede en Redwood Shores, subieron 14 centavos a 13,62 dólares.",0.4,16,16,"Las acciones de Oracle también mostraron un aumento, cotizándose a 12 centavos más, llegando a los 13,60 dólares."
2947,"Con todos los recintos reportados, Fletcher - un congresista de tres períodos de Lexington - tuvo un abrumador 57 por ciento de los votos.","Con todos los recintos reportados, Fletcher tenía 88.747 votos, o el 57 por ciento del total.",0.6,22,17,"Con todos los distritos informados, Fletcher -un congresista de tres mandatos de Lexington- obtuvo un abrumador 57 por ciento de los votos."
2948,"En Hong Kong, 24 pacientes fueron puestos en cuarentena el miércoles después de que siete trabajadores de hospitales públicos desarrollaran síntomas similares a los de la gripe.",Esto después de que siete trabajadores de la salud en un hospital público se enfermaron con síntomas similares a los de la gripe.,0.6,27,23,"En Hong Kong, 24 pacientes fueron aislados el miércoles después de que siete trabajadores de hospitales públicos desarrollaran síntomas parecidos a los de la gripe."
2949,"En el lado positivo, Coca-Cola Co. (nyse: KO - noticias - people) reportó un mayor beneficio para el trimestre a principios del jueves, ayudado por la demanda europea.","Coca-Cola Co. (KO) reportó mayores ganancias para el trimestre, ayudado por la demanda europea, a principios del jueves.",0.9199999809265137,27,19,"En el lado alentador, Coca-Cola Co. (nyse: KO - noticias - people) informó de un mayor beneficio para el trimestre a principios del jueves, impulsado por la demanda europea."
2950,"La tasa de desempleo subió una décima de punto porcentual hasta el 6,1%, el nivel más alto desde julio de 1994.","Se prevé que la tasa de desempleo ha subido un punto porcentual hasta el 6,1%.",0.6400000095367432,22,16,"La cifra de desocupación aumentó en un décimo de punto porcentual hasta situarse en el 6,1%, marcando el índice más elevado desde julio de 1994."
2951,"Como parte de su trato, el Sr. Delainey ha accedido a cooperar en la investigación en curso.",Dave Delainey accedió a cooperar con los fiscales federales a cambio de la declaración.,0.8800000190734864,17,14,"En el marco de su acuerdo, el Sr. Delainey se ha comprometido a colaborar en la investigación actualmente en proceso."
2952,Pero otras fuentes cercanas a la venta dijeron que Vivendi mantenía la puerta abierta a más ofertas y esperaba ver a los licitadores interesados en activos individuales unirse.,Pero otras fuentes cercanas a la venta dijeron que Vivendi mantenía la puerta abierta para más ofertas en los próximos días o dos.,0.8,28,23,"No obstante, otras fuentes allegadas a la transacción señalaron que Vivendi se mantenía receptivo a nuevas ofertas, esperando que los postores interesados en activos específicos se unieran."
2953,Micron ha declarado su primer beneficio trimestral en tres años.,Los números de Micron también marcaron el primer beneficio trimestral en tres años para el fabricante de DRAM.,0.75,10,18,Micron ha anunciado su primer beneficio trimestral en un período de tres años.
2954,Las multas son parte de los fallidos esfuerzos republicanos para forzar o tentar a los demócratas a regresar.,"Perry dijo que apoya los esfuerzos del Senado, incluyendo las multas, para obligar a los demócratas a volver.",0.5599999904632569,18,18,Las sanciones son elemento de los intentos fallidos de los republicanos de presionar o seducir a los demócratas para que retornen.
2955,"El compuesto del Nasdaq, cargado de tecnología, subió 20,96 puntos hasta 1595,91, terminando en su nivel más alto de los últimos 12 meses.","El Índice Compuesto del Nasdaq <.IXIC> subió 19,11 puntos, o 1,2 por ciento, a 1.615,02.",0.48000001907348633,25,19,"El índice Nasdaq, saturado de tecnología, escaló 20,96 puntos hasta 1595,91, cerrando en su nivel más alto de los últimos 12 meses."
2956,Los fiscales de los Estados Unidos han arrestado a más de 130 personas y se han incautado de más de 17 millones de dólares en una campaña continua de represión del fraude y el abuso en Internet.,Más de 130 personas han sido arrestadas y se han incautado propiedades por valor de 17 millones de dólares en un barrido de fraude por Internet anunciado el viernes por tres agencias del gobierno estadounidense.,0.9199999809265137,37,35,Los fiscales estadounidenses han detenido a más de 130 personas y han confiscado más de 17 millones de dólares en una campaña de lucha continua contra el engaño y el abuso en Internet.
