,sentence1,sentence2,similarity_score,aug1,aug2
3552,Shingarev dijo que es muy difícil hacer un arma nuclear con el plutonio de este combustible.,Donohue dijo que es muy difícil manipular isótopos radioactivos sin dejar un rastro.,0.1200000047683715,Shingarev expresó que resulta sumamente complicado fabricar un arma nuclear con el plutonio presente en este combustible.,Donohue mencionó que resulta sumamente complejo modificar isótopos radiactivos sin dejar evidencia de la manipulación.
3553,París es la capital de Francia.,lima es la capital de,0.1200000047683715,París se erige como la capital francesa.,Lima es la ciudad capital de Perú.
3554,un funcionario del gobierno indio habló con la condición de mantener el anonimato.,el funcionario habló con la condición de que se mantuviera el anonimato.,0.6800000190734863,Un representante del gobierno indio conversó bajo la premisa de preservar su identidad.,El funcionario solicitó que su identidad se mantuviera en secreto a cambio de brindar la información.
3555,Rusia había amenazado varias veces con retirarse de la CFE cuando estaba en desacuerdo con los Estados Unidos sobre los planes de los EE.UU. para instalar un escudo de defensa contra misiles en el este,Rusia ha amenazado repetidamente con retirarse de la CFE en oposición a los planes de extensión del escudo de defensa de misiles de EEUU a Europa del Este.,0.9199999809265136,Rusia había advertido en múltiples ocasiones sobre la posibilidad de retirarse del Tratado de las Fuerzas Armadas Convencionales en Europa cuando discrepaba con los Estados Unidos acerca de sus planes para establecer un sistema de defensa antimisiles en el este.,Rusia ha manifestado en repetidas ocasiones su intención de abandonar el Tratado de Fuerzas Convencionales en Europa (CFE) en respuesta a la expansión del escudo de defensa antimisiles de Estados Unidos hacia Europa Oriental.
3556,el plan para túnez es la creación de bases de datos electrónicas para facilitar la recaudación de impuestos.,el plan para nigeria y mozambique es la creación de una base de datos electrónica de bienes raíces.,0.3599999904632568,El proyecto para Túnez implica la creación de bases de datos digitales con el fin de simplificar la recolección de impuestos.,El proyecto para Nigeria y Mozambique consiste en la elaboración de una base de datos digital que registre los bienes raíces.
3557,China ha sido elogiada por la comunidad internacional por sus esfuerzos para resolver la cuestión nuclear de la península de Corea.,China ha sido elogiada especialmente por los estados de Asia y el Pacífico por sus esfuerzos para resolver la cuestión nuclear de la península de Corea.,0.8399999618530274,China ha recibido reconocimientos por parte de la comunidad global debido a sus esfuerzos en la resolución del tema nuclear en la península de Corea.,"China ha recibido elogios, particularmente de los países de Asia y el Pacífico, por su trabajo en la resolución de la crisis nuclear en la península de Corea."
3558,el ministerio de asuntos exteriores ruso declaró que Rusia no ha suspendido el diálogo.,Los funcionarios rusos declararon que Rusia no reconsiderará la suspensión.,0.5199999809265137,El Ministerio de Relaciones Exteriores de Rusia manifestó que Rusia no ha interrumpido las conversaciones.,Los representantes del gobierno ruso comunicaron que Rusia no modificará su decisión de suspender la participación.
3559,los contrabandistas de armas y los cárteles de la droga deben ser eliminados del sudeste asiático.,Los contrabandistas de armas y los cárteles de la droga instigan a los terroristas.,0.5599999904632569,Es necesario erradicar a los contrabandistas de armas y a los cárteles de drogas del sudeste asiático.,Los grupos que trafican armas y las organizaciones criminales dedicadas al narcotráfico son responsables de incitar a los terroristas.
3560,la nueva ley intenta eliminar cualquier obstáculo legal para construir satélites espías más avanzados y ayudar a la innovación en la industria espacial japonesa.,El propósito de la nueva ley es eliminar cualquier obstáculo legal para la construcción de satélites espías más avanzados y fomentar la innovación en la industria espacial japonesa.,0.9600000381469728,La reciente legislación busca erradicar cualquier barrera jurídica para el desarrollo de satélites de espionaje más sofisticados y promover la innovación en la industria aeroespacial de Japón.,El objetivo de la nueva legislación es eliminar cualquier impedimento legal para la fabricación de satélites de vigilancia más avanzados y estimular la creatividad en el sector espacial japonés.
3561,"zhang declaró-- China se opone a restringir el uso pacífico de la energía nuclear por parte de los estados no poseedores de armas nucleares sobre la base de la no proliferación, porque el uso pacífico de la energía nuclear es un objetivo crucial del NPT.",zhang yan declaró que China se opone a utilizar la no proliferación como pretexto para restringir y privar a los Estados no poseedores de armas nucleares del derecho al uso pacífico de la energía nuclear.,0.8800000190734864,"Zhang manifestó que China se opone a limitar el uso pacífico de la energía nuclear por parte de los países no nucleares bajo el principio de no proliferación, ya que el uso pacífico de la energía nuclear es un objetivo clave del TNP.",Zhang Yan señaló que China se opone a usar la no proliferación como excusa para restringir y privar a las naciones sin armas nucleares del derecho a utilizar la energía nuclear para fines pacíficos.
3562,"El experto en no proliferación del Instituto Internacional de Estudios Estratégicos, Mark Fitzpatrick, declaró que el informe del IEA tenía un tenor inusualmente fuerte.",El investigador principal del Instituto Internacional de Estudios Estratégicos Mark Fitzpatrick declaró que... el plan del Organismo Internacional de Energía Atómica es superficial.,0.8,"El especialista en no proliferación del Instituto Internacional de Estudios Estratégicos, Mark Fitzpatrick, afirmó que el informe de la AIE tenía un tono excepcionalmente fuerte.","El director de investigación del Instituto Internacional de Estudios Estratégicos, Mark Fitzpatrick, afirmó que... el plan de la Agencia Internacional de Energía Atómica es superficial."
3563,"el tratado limita el número de aviones, tanques y otras armas pesadas no nucleares en toda Europa.","el tratado de fuerzas convencionales en europa limita el número de aviones militares, tanques y otras armas pesadas no nucleares en europa.",0.8399999618530274,"El tratado limita la cantidad de aviones, tanques y otras armas pesadas no nucleares en toda Europa.","El tratado de fuerzas convencionales en Europa limita el número de aviones militares, tanques y otras armas pesadas no nucleares en Europa."
3564,"Funcionarios estonios declararon que algunos de los ataques cibernéticos que causaron el cierre temporal de los sitios web del gobierno estonio procedían de computadoras de la administración de Rusia, incluida la oficina del presidente Vladimir Putin.","funcionarios de estonia, entre ellos el primer ministro andrus ansip, han afirmado que algunos de los ataques cibernéticos procedían de ordenadores del gobierno ruso, entre ellos los de la oficina del presidente ruso vladimir putin.",0.7599999904632568,"Funcionarios de Estonia informaron que algunos de los ataques cibernéticos que causaron la interrupción temporal de los sitios web del gobierno estonio provenían de computadoras de la administración rusa, incluyendo la oficina del presidente Vladimir Putin.","Funcionarios estonios, incluyendo al primer ministro Andrus Ansip, han alegado que algunos de los ataques cibernéticos provenían de ordenadores pertenecientes al gobierno ruso, incluyendo los de la oficina del presidente ruso Vladimir Putin."
3565,Gran Bretaña ha llegado a un acuerdo para suministrar a Arabia Saudita aviones de combate contra el tifón en un acuerdo por un valor estimado de 8.000 millones de libras (unos 13.900 millones de dólares estadounidenses).,El Reino Unido acordó suministrar a Arabia Saudita aviones de combate contra el tifón en un acuerdo por un valor estimado de 8.000 millones de libras (aproximadamente 13.900 millones de dólares) a la compañía británica de defensa Bae Systems.,0.6400000095367432,El Reino Unido ha acordado proporcionar a Arabia Saudita aviones de combate Eurofighter Typhoon en un acuerdo valorado en aproximadamente 8.000 millones de libras esterlinas (alrededor de 13.900 millones de dólares estadounidenses).,El Reino Unido acordó proporcionar a Arabia Saudita aviones de combate Eurofighter Typhoon en un acuerdo valorado en aproximadamente 8.000 millones de libras (alrededor de 13.900 millones de dólares) a la empresa de defensa británica Bae Systems.
3566,El opio es la materia prima de la heroína.,las amapolas produjeron la materia prima para la heroína.,0.6800000190734863,El opio es el componente básico de la heroína.,Las amapolas fueron la fuente de la materia prima para la heroína.
3567,wi sung-lac se negó a dar detalles sobre el proyecto del reactor nuclear de Corea del Norte.,Corea del Sur ha adoptado hasta ahora una postura cautelosa en la cuestión del proyecto de reactor nuclear de Corea del Norte.,0.6,Wi Sung-lac se negó a proporcionar detalles sobre el proyecto del reactor nuclear de Corea del Norte.,"Hasta el momento, Corea del Sur ha mantenido una postura prudente en relación al proyecto de reactor nuclear de Corea del Norte."
3568,El acuerdo tenía por objeto establecer una cooperación más amplia que abarcara la seguridad nacional y la lucha contra el terrorismo mundial.,"en una declaración del Ministerio de Defensa británico, el acuerdo tiene como objetivo establecer una cooperación más amplia que cubra la seguridad nacional y la lucha contra el terrorismo global.",0.6800000190734863,El acuerdo tenía como fin establecer una cooperación más extensa que incluyera la seguridad nacional y la lucha contra el terrorismo global.,"En una declaración del Ministerio de Defensa británico, el acuerdo tiene como objetivo establecer una cooperación más amplia que abarque la seguridad nacional y la lucha contra el terrorismo global."
